aluno_exclusivo_rede_publica,aluno_id,companhia_domiciliar_id,ensino_fundamental_conclusao,ensino_medio_conclusao,escola_ensino_fundamental_id,escola_ensino_medio_id,estado_civil_id,ficou_tempo_sem_estudar,frequencia_acesso_internet_id,historico_caracterizacao_id,id,local_acesso_internet,mae_nivel_escolaridade_id,nome_escola_ensino_fundamental,nome_escola_ensino_medio,pai_nivel_escolaridade_id,possui_conhecimento_idiomas,possui_conhecimento_informatica,possui_necessidade_especial,qtd_filhos,qtd_pessoas_domicilio,quantidade_computadores,quantidade_netbooks,quantidade_notebooks,quantidade_smartphones,raca_id,razao_ausencia_educacional_id,renda_bruta_familiar,renda_per_capita,responsavel_financeir_trabalho_situacao_id,responsavel_financeiro_id,responsavel_financeiro_nivel_escolaridade_id,tempo_sem_estudar,tipo_area_residencial_id,tipo_imovel_residencial_id,tipo_servico_saude_id,trabalho_situacao_id
False,406298579341,10,0,2007.0,,1.0,7,1.0,1.0,20138.0,23714,casa,15,,centro educacional instituto padre ibiapina ,15,True,1.0,True,1.0,3,0.0,0.0,1.0,0.0,2,11.0,1250.0,0.67,7,12,18,0.0,5,7,,7
False,407734467321,10,0,1998.0,,1.0,7,1.0,1.0,20703.0,24267,DE CASA,15,,ESCOLA RAUL DE MEDEIROS DANTAS,15,True,1.0,True,0.0,2,1.0,0.0,0.0,0.0,1,6.0,1925.0,1.55,18,13,16,1.0,5,9,,6
False,272744268409,7,2009,2011.0,3.0,3.0,6,0.0,2.0,10686.0,4247,,16,,,18,False,0.0,False,0.0,5,1.0,0.0,0.0,0.0,1,,2500.0,0.8,12,10,18,,5,6,1.0,9
False,405060648733,8,0,2013.0,,1.0,6,1.0,1.0,19747.0,23345,CASA,16,,Escola Estadual Professora Ana Júlia de Carvalho ,15,True,1.0,True,0.0,4,1.0,0.0,0.0,0.0,1,11.0,720.0,0.29,17,16,16,0.0,5,8,,9
False,555301929685,7,2011,2014.0,1.0,1.0,6,0.0,1.0,74902.0,78056,Casa,12,Escola Municipal Emérito Nestor Lima,Escola Estadual Santos Dumont,12,False,1.0,False,0.0,3,0.0,0.0,1.0,1.0,3,,700.0,0.27,7,10,12,,5,6,3.0,8
False,471390309013,13,2008,2013.0,1.0,1.0,6,0.0,1.0,45889.0,49152,casa,15,Escola Municipal profº  Humberto Gama,Escola Estadual Capitão Mor Galvão,15,False,1.0,False,0.0,7,0.0,0.0,1.0,2.0,1,,750.0,0.14,12,10,15,,5,8,3.0,12
False,312003955101,10,0,2005.0,,4.0,7,1.0,1.0,44120.0,47387,casa,18,,centro educacional maristella,20,True,1.0,True,0.0,2,0.0,2.0,2.0,1.0,3,11.0,7000.0,4.44,12,13,20,0.0,5,8,,6
False,407714950397,14,0,2004.0,3.0,3.0,6,0.0,1.0,20684.0,24248,CASA,16,,CEIS,19,False,1.0,False,0.0,2,0.0,0.0,1.0,1.0,3,,1600.0,1.29,17,12,18,,5,6,3.0,17
False,441019187137,11,0,2000.0,,1.0,6,1.0,1.0,23514.0,26972,CASA,16,,ESCOLA ESTADUAL MONSENHOR AMANCIO RAMALHO,12,True,1.0,True,0.0,1,0.0,1.0,0.0,0.0,1,11.0,740.0,1.19,12,12,18,0.0,5,8,,12
False,442123287409,10,0,1998.0,,1.0,7,1.0,1.0,23540.0,26998,Casa,15,,Escola Estadual Presidente Roosevelt,22,True,1.0,False,1.0,2,1.0,0.0,0.0,0.0,1,11.0,1800.0,1.45,12,12,16,0.0,5,8,,12
False,406008613613,8,0,2008.0,,3.0,6,1.0,1.0,20091.0,23667,Casa,18,,Colégio do Futuro,15,True,1.0,False,0.0,1,0.0,1.0,1.0,0.0,2,10.0,3200.0,5.14,12,11,18,0.0,5,8,,9
True,473623602745,10,1996,1999.0,1.0,1.0,8,1.0,,50119.0,53354,,15,EEF Adahil Barreto Cavalcante,EEFM Liceu de Maracanaú,15,True,1.0,True,1.0,3,,,,,1,,0.0,0.0,17,13,16,,6,8,,8
False,405805079977,12,0,2007.0,,1.0,6,1.0,1.0,20438.0,24014,residência universitária feminina da UERN onde resido atualmente,15,,Escola Estadual Ivonete Carlos ,16,True,1.0,False,0.0,3,0.0,0.0,1.0,0.0,3,11.0,500.0,0.27,18,11,15,0.0,5,9,,9
False,558374451149,10,2006,2009.0,1.0,1.0,7,0.0,1.0,74705.0,77859,Casa,15,Escola Municipal Giselda Fernandes Soares,Escola Estadual Sebastião Gurgel,15,False,1.0,False,0.0,2,0.0,0.0,1.0,1.0,7,,937.0,0.5,7,13,16,,5,8,3.0,8
False,407854356997,7,0,2011.0,,1.0,6,1.0,1.0,20657.0,24221,de casa,14,,Escola Estadual José Ferreira da Costa,15,True,1.0,False,0.0,3,0.0,0.0,1.0,1.0,1,11.0,700.0,0.38,7,10,15,0.0,6,6,,9
False,554465490085,7,2019,2011.0,3.0,2.0,6,0.0,1.0,69072.0,72226,Casa,18,Hipórates Zona Norte,Escola Estadual Mascarenhas Homem,16,False,1.0,False,0.0,4,0.0,0.0,1.0,1.0,4,,4000.0,1.1400000000000001,12,10,16,,5,7,3.0,8
False,407263273013,7,0,2002.0,,4.0,6,1.0,1.0,20387.0,23963,Residência,18,,Centro de Educação Integrada Monsenhor Honório ,15,True,1.0,True,0.0,5,1.0,0.0,1.0,2.0,1,10.0,1250.0,0.4,12,11,18,2.0,5,6,,8
False,464274996149,8,0,0.0,,,9,,,37409.0,40701,,16,,,15,True,1.0,False,0.0,6,0.0,0.0,0.0,0.0,3,,2500.0,0.67,6,15,14,0.0,9,6,,18
False,551529587089,7,2008,2012.0,1.0,1.0,6,0.0,1.0,69033.0,72187,Casa,16,Escola Estadual Professora Maria Edilma de Freitas,Escola Estadual Professora Maria Edilma de Freitas,15,False,1.0,False,0.0,3,1.0,0.0,1.0,1.0,1,,937.0,0.35000000000000003,18,10,15,,5,6,3.0,9
True,277804727989,10,2000,2003.0,2.0,1.0,7,0.0,,6339.0,9983,,16,,,16,True,1.0,False,0.0,2,,,,,1,,3400.0,2.73,6,12,19,,5,7,,6
False,441685550685,7,0,2011.0,,1.0,6,1.0,6.0,23377.0,26835,0,15,,escola estadual alcides wanderley,15,True,1.0,True,0.0,7,0.0,0.0,0.0,0.0,1,11.0,724.0,0.17,17,10,15,0.0,5,6,,9
False,405788351185,11,0,2010.0,,3.0,6,1.0,1.0,20418.0,23994,Em casa e na universidade,17,,Colégio Diocesano Padre Anchieta ,14,True,1.0,False,0.0,1,0.0,0.0,1.0,1.0,3,10.0,5000.0,8.04,7,10,14,0.0,5,8,,9
False,414702009189,10,0,1995.0,,1.0,8,1.0,2.0,24441.0,27899,na casa dos meus pais,13,,escola estadual professor anisio teixeira,13,True,1.0,False,1.0,3,0.0,0.0,1.0,0.0,2,11.0,1300.0,0.7000000000000001,8,13,16,0.0,5,8,,8
False,463725734145,7,0,0.0,3.0,3.0,6,0.0,1.0,36684.0,39976,,16,,,16,True,1.0,False,0.0,3,1.0,0.0,0.0,0.0,1,,1000.0,0.38,18,10,16,0.0,5,12,3.0,8
False,470960936685,7,0,2009.0,,3.0,6,1.0,1.0,48165.0,51403,Casa,20,,Educandário Nossa Senhora das Vitórias,20,True,1.0,False,0.0,3,1.0,0.0,0.0,0.0,3,,2300.0,0.97,10,11,20,0.0,5,7,,8
False,441061009117,7,0,2005.0,,1.0,6,1.0,1.0,23510.0,26968,CASA,17,,E.E Presidente Roosevelt,16,True,1.0,True,0.0,3,1.0,0.0,0.0,0.0,1,11.0,1200.0,0.64,7,10,16,0.0,5,6,,8
False,548808370257,7,2007,2010.0,1.0,1.0,6,0.0,1.0,68770.0,71924,Casa,13,Escola Municipal Ariamiro Germano da Silveira,Escola Estadual Vicente de Fontes,13,False,1.0,False,0.0,3,0.0,0.0,1.0,1.0,3,,1854.0,0.7000000000000001,10,10,13,,6,6,3.0,8
False,463647666449,7,0,0.0,,,9,,,36561.0,39853,,19,,,14,True,1.0,False,0.0,5,0.0,0.0,0.0,0.0,3,,3500.0,1.13,18,11,19,0.0,9,6,,18
False,558268502133,8,1990,1994.0,3.0,1.0,6,0.0,1.0,75714.0,78867,Trabalho,16,Educandário Nossa Senhora das Vitórias (Açu/RN),ETFRN,16,True,1.0,False,0.0,3,0.0,1.0,0.0,1.0,1,,6000.0,2.27,10,11,16,,5,6,1.0,12
False,463329819401,10,2009,2012.0,4.0,4.0,7,0.0,1.0,37083.0,40375,casa,18,Cônego Monte,CDF,18,False,1.0,False,1.0,3,0.0,0.0,1.0,1.0,1,,1500.0,0.5700000000000001,17,13,21,0.0,5,9,1.0,8
False,278342837465,7,1997,2000.0,3.0,3.0,6,0.0,1.0,13194.0,6299,,17,Icaro Colégio e Curso,Colegio Augusto Severo,17,False,1.0,False,0.0,2,0.0,1.0,0.0,1.0,3,,2000.0,1.6099999999999999,7,11,17,,5,8,3.0,6
True,277470152149,7,1989,1993.0,2.0,1.0,6,1.0,,6852.0,10645,,15,,,13,True,1.0,False,3.0,10,,,,,3,6.0,2000.0,0.32,6,12,17,36.0,5,6,,6
False,472371731477,8,2004,2007.0,2.0,3.0,6,0.0,1.0,49493.0,52728,casa,18,Cooepar,Cooepar,18,False,1.0,False,0.0,3,0.0,0.0,1.0,1.0,3,,4500.0,1.9,12,10,18,,5,8,3.0,12
True,472388460269,14,2006,2009.0,1.0,1.0,6,1.0,,49862.0,53097,,17,Escola Municipal de Ensino Fundamental Padre Francisco Rafael Fernandes,Escola Estadual Monsenhor Walfredo Gurgel,15,True,1.0,True,0.0,3,,,,,3,,788.0,0.33,12,11,17,,5,8,,8
True,476947056089,12,2002,2009.0,3.0,3.0,6,1.0,,50019.0,53254,,15,colegio de santa agueda,colegio de santa agueda,17,True,1.0,True,0.0,3,,,,,1,,726.0,0.31,17,12,19,,5,7,,17
False,464829834417,10,0,0.0,,,9,,,37555.0,40847,,12,,,17,True,1.0,False,2.0,4,0.0,0.0,0.0,0.0,3,,0.0,0.0,17,13,16,0.0,9,8,,18
True,310127542265,12,2000,2003.0,3.0,3.0,6,1.0,,50171.0,53406,,16,Escola ressurreição,Colégio Salesiano São José,16,True,1.0,True,0.0,2,,,,,3,,3000.0,1.9,17,12,19,,5,12,,17
False,405551359965,10,0,2004.0,,1.0,7,1.0,1.0,20221.0,23797,NOTBOOK,12,,FRANCISCO DE ASSIS BITENCOUTT,12,True,1.0,True,2.0,4,0.0,0.0,1.0,0.0,3,7.0,950.0,0.38,12,13,16,10.0,5,6,,17
False,473743492421,10,2008,2011.0,1.0,1.0,7,0.0,1.0,46391.0,49633,minha casa,12,Escola Municipal João Bandeira Sobrinho,Escola Estadual Profª Gercina Bezerra,12,False,1.0,False,0.0,2,0.0,0.0,1.0,0.0,3,,150.0,0.1,8,13,16,,5,6,3.0,8
True,206303082849,10,1979,2009.0,2.0,1.0,7,1.0,,710.0,4379,,13,,,13,False,1.0,False,2.0,4,,,,,3,6.0,3600.0,1.45,6,13,18,28.0,5,9,,10
False,277969227777,10,0,2001.0,,4.0,7,1.0,1.0,48959.0,52197,Casa,16,,Colégio Dinâmico,15,True,1.0,True,1.0,3,1.0,0.0,0.0,1.0,1,,0.0,0.0,8,12,19,0.0,6,9,,8
False,341047926145,10,2001,2006.0,2.0,1.0,7,0.0,1.0,11185.0,15493,casa,15,E.E. Prof. Solon Moura,E.E. Prof. Abel Freire Coelho,15,True,1.0,False,1.0,3,1.0,0.0,0.0,0.0,3,,3750.0,2.01,17,13,19,,5,8,2.0,7
False,441688338817,7,0,2006.0,,3.0,6,1.0,1.0,23401.0,26859,Residência,16,,Educandário Nossa Senhora das Vitórias,16,True,1.0,False,0.0,4,0.0,0.0,1.0,1.0,1,10.0,0.0,0.0,10,10,16,2.0,5,9,,9
False,407745619849,7,0,2004.0,,1.0,6,1.0,1.0,20677.0,24241,De casa,16,,Escola Estadual Profª Isabel Ferreira,15,True,1.0,False,0.0,4,1.0,0.0,1.0,0.0,3,11.0,2200.0,0.88,17,10,15,0.0,5,6,,12
False,275234070285,10,0,2006.0,,1.0,7,1.0,3.0,40049.0,43316,casa,15,,LIAN CAMPOS,15,True,1.0,False,2.0,4,0.0,0.0,1.0,0.0,1,6.0,1800.0,0.5700000000000001,12,13,18,10.0,5,6,,12
True,272925496989,8,2001,2004.0,2.0,1.0,7,1.0,,6929.0,10715,,16,,,14,False,1.0,False,2.0,4,,,,,3,6.0,2800.0,1.13,6,11,16,96.0,5,6,,6
True,310124754133,7,2001,2004.0,2.0,1.0,6,1.0,,6878.0,10681,,15,,,15,False,1.0,False,0.0,3,,,,,3,7.0,622.0,0.33,6,12,16,60.0,5,6,,6
False,267616893661,14,1999,2002.0,4.0,2.0,7,0.0,2.0,12796.0,16897,,22,,,22,False,0.0,False,0.0,3,0.0,0.0,1.0,1.0,1,,2266.0,1.21,12,12,19,,5,6,3.0,12
False,407221451033,10,0,2012.0,,1.0,6,1.0,3.0,20383.0,23959,Lan Hause,16,,Escola Estadual Professora Clara teteu,16,True,1.0,False,1.0,3,0.0,0.0,0.0,0.0,1,10.0,400.0,0.21,18,13,16,1.0,5,9,,13
False,392207360213,7,0,2013.0,,3.0,6,1.0,1.0,14269.0,18254,Celular,16,,Instituto Reis Magos,18,True,1.0,False,0.0,1,0.0,0.0,0.0,1.0,3,11.0,1600.0,2.5700000000000003,17,11,16,0.0,5,6,,9
False,275549129201,7,0,2011.0,,1.0,6,1.0,1.0,47495.0,50733,EMPRESA,13,,ESCOLA ESTADUAL MONSENHOR RAIMUNDO GURGEL,13,True,1.0,False,0.0,4,0.0,0.0,0.0,0.0,1,11.0,208.0,0.07,17,12,16,0.0,5,6,,17
False,464088191305,8,2010,2013.0,1.0,1.0,6,0.0,2.0,35941.0,39233,Casa de amigo,14,Escola Estadual Alferes Cassiano Martins,E.E Professora Clara Tetéu,15,True,1.0,False,0.0,5,0.0,0.0,1.0,1.0,1,,1400.0,0.36,10,14,15,0.0,6,6,3.0,12
True,472419129721,7,2010,2013.0,1.0,1.0,6,1.0,,49865.0,53100,,16,Escola Estadual Basílio Batista de Araujo,Escola Estadual Basílio Batista de Araujo,15,True,1.0,True,0.0,4,,,,,1,,788.0,0.25,12,10,15,,5,6,,9
False,339327648701,10,1998,2001.0,4.0,3.0,7,0.0,1.0,11003.0,15331,casa,17,"Centro Educacional ""O Pequerrucho"".",Encanto Colégio e Curso,18,True,0.0,False,0.0,2,0.0,0.0,1.0,0.0,1,,2000.0,1.1400000000000001,17,13,19,,5,8,3.0,12
False,471552020669,12,1998,2000.0,1.0,1.0,6,0.0,1.0,46167.0,49415,CASA,16,Escola Estadual Professor Felipe Bittencourt,Escola Estadual Monsenhor Amâncio Ramalho,12,False,1.0,False,1.0,2,0.0,0.0,1.0,0.0,3,,880.0,0.5,12,12,19,,5,8,3.0,12
False,442666973149,8,0,2013.0,,1.0,6,1.0,6.0,23469.0,26927,LAN HOUSE,17,,ESCOLA ESTADUAL PROF JOSE OLAVO DO VALE,22,True,1.0,True,1.0,8,0.0,0.0,0.0,0.0,1,11.0,1200.0,0.24,18,17,22,0.0,5,6,,17
False,404293912433,10,0,2003.0,,1.0,7,1.0,1.0,19660.0,23258,Residência,16,,Escola do Ensino Médio Pedro Jorge Mota ,13,True,1.0,False,0.0,2,0.0,0.0,2.0,2.0,1,10.0,3700.0,2.9699999999999998,12,13,19,0.0,5,8,,8
False,406856205741,7,0,2009.0,,1.0,6,1.0,1.0,20459.0,24035,TRABALHO,16,,Lia Campos - EJA - JOVENS E ADULTOS,16,True,1.0,False,0.0,4,0.0,0.0,1.0,1.0,1,10.0,800.0,0.32,17,12,16,0.0,5,6,,6
False,559570559777,10,2000,2003.0,4.0,1.0,7,0.0,1.0,75367.0,78520,celular,16,céu colégio e curso,Escola Estadual Desembargador Floriano Cavalcanti,16,False,1.0,False,2.0,8,0.0,0.0,0.0,2.0,2,,1000.0,0.14,7,12,16,,5,6,3.0,7
True,173924505933,8,1985,1998.0,2.0,1.0,6,1.0,,3402.0,5113,,12,,,12,True,1.0,False,2.0,6,,,,,1,6.0,1500.0,0.4,6,12,19,36.0,5,8,,6
False,406042071197,12,0,2012.0,,1.0,6,1.0,4.0,20142.0,23718,Lan House,15,,Escola Estadual Juscelino Kubitschek,15,True,1.0,True,0.0,2,1.0,0.0,0.0,0.0,1,11.0,320.0,0.26,17,10,15,0.0,5,6,,8
False,512501315353,14,2012,2015.0,3.0,3.0,6,0.0,3.0,57513.0,60728,Lan house,16,Instituto Pio XII,Centro Avançado de Ensino - CAdE,16,False,1.0,False,0.0,4,0.0,0.0,0.0,1.0,1,,300.0,0.08,18,10,16,,6,6,3.0,8
True,276368840009,7,2003,2007.0,2.0,1.0,6,0.0,,6949.0,10776,,16,,,16,False,1.0,False,1.0,6,,,,,3,,1.0,0.0,6,11,18,,5,6,,6
False,340587884365,14,2005,2008.0,1.0,1.0,6,0.0,3.0,11076.0,15389,casa,20,Escola Estadual Zenon de Souza,Escola Estadual 11de Agosto,15,False,1.0,False,0.0,5,0.0,0.0,1.0,0.0,3,,670.0,0.22,12,11,20,,5,6,3.0,12
False,276536127929,7,2007,2010.0,1.0,1.0,6,0.0,1.0,6354.0,10003,Casa,15,,Escola Estadual Desembargador Silvério Soares,15,True,1.0,False,0.0,5,1.0,0.0,1.0,0.0,2,,2000.0,0.64,7,10,15,,5,6,3.0,7
True,275281468529,7,1998,2001.0,2.0,1.0,6,0.0,,6935.0,10717,,16,,,13,False,1.0,False,0.0,3,,,,,3,,1970.0,1.06,6,11,16,,5,6,,8
False,405523478645,7,0,2010.0,,3.0,6,1.0,2.0,20544.0,24120,casa,16,,Instituto Educacional O Mestre,16,True,1.0,False,0.0,4,1.0,0.0,0.0,0.0,1,11.0,1000.0,0.4,17,10,16,0.0,5,6,,8
True,474273237501,7,2008,2011.0,2.0,1.0,6,1.0,,49943.0,53178,,20,Escola Estadual Moreira Brandão,Escola Estadual João Tibúrcio,15,True,1.0,True,0.0,5,,,,,1,,788.0,0.2,10,10,15,,6,6,,17
False,379379164881,14,2006,2009.0,3.0,3.0,6,0.0,1.0,18924.0,22620,Casa,16,Educandário Nossa Senhora das Vitórias,Educandário Nossa Senhora das Vitórias,22,False,1.0,False,0.0,2,0.0,0.0,1.0,1.0,1,,724.0,0.58,17,11,16,,6,9,3.0,13
True,473322484489,10,1987,1991.0,2.0,3.0,7,1.0,,50125.0,53360,,14,Colégio Cenecista João XXIII,Colégio Cenecista João XXIII,14,True,1.0,True,2.0,4,,,,,1,,1800.0,0.5700000000000001,12,13,16,,5,6,,12
False,419631426565,10,0,1999.0,,3.0,7,1.0,1.0,23087.0,26545,trabalho,20,,Anglo colegio e curso / IMA / CDF,20,True,1.0,False,3.0,5,1.0,0.0,1.0,1.0,7,11.0,1800.0,0.58,7,13,18,0.0,5,9,,17
False,563802944153,14,1997,2000.0,1.0,1.0,6,0.0,1.0,75899.0,79052,Casa,14,Escola Estadual Saldado Luiz Gonzaça,Escola Estadual Professor Francisco Ivo Cavalcante,15,True,1.0,True,0.0,2,0.0,1.0,0.0,1.0,3,,0.0,0.0,8,11,14,,5,6,3.0,8
False,547294414581,7,2011,2014.0,1.0,1.0,6,0.0,1.0,69019.0,72173,Casa,15,Escola Estadual Joaquim Nabuco,Escola Estadual Adão Marcelo da Rocha,14,False,1.0,False,0.0,4,0.0,0.0,1.0,2.0,3,,1222.22,0.35000000000000003,12,10,14,,5,9,3.0,8
True,269259103409,7,2004,2007.0,2.0,1.0,6,0.0,,6753.0,4536,,15,,,12,True,1.0,False,0.0,2,,,,,2,,692.0,0.56,10,11,15,,5,6,,8
False,472315968837,14,2002,2005.0,1.0,1.0,6,0.0,2.0,45983.0,49244,Casa,15,Estadual  Doutor José Gonçalves de Medeiros,Estadual Profª Iracema Brandão de Araújo ,15,False,1.0,False,0.0,2,0.0,0.0,1.0,0.0,1,,788.0,0.5,17,12,16,,5,8,3.0,6
False,407277213673,8,0,2005.0,,1.0,6,1.0,1.0,20389.0,23965,TRABALHO,16,,ESCOLA ESTADUAL MONSENHOR HNÓRIO,17,True,1.0,True,0.0,4,0.0,0.0,1.0,0.0,7,11.0,1448.0,0.58,12,11,16,0.0,5,6,,12
